ortho,type,post90,cgram,genre,nombre,infover,lemme
opéreras,1,opèreras,VER,,,ind:fut:2s;,opérer
opérerez,1,opèrerez,VER,,,ind:fut:2p;,opérer
opérerons,1,opèrerons,VER,,,ind:fut:1p;,opérer
opéreront,1,opèreront,VER,,,ind:fut:3p;,opérer
ouvre-boîte,1,ouvre-boite,NOM,m,s,,ouvre-boîte
ouvre-boîtes,2,ouvre-boite/ouvre-boites,NOM,m,,,ouvre-boîtes
paella,1,paélia,NOM,f,s,,paella
paellas,1,paélias,NOM,f,s,,paella
pagaye,1,pagaille,NOM,f,s,,pagaye
pagaye,1,pagaille,VER,,,ind:pre:3s;,pagayer
pagayer,1,pagailler,VER,,,inf;,pagayer
pagayeur,1,pagailleur,NOM,m,s,,pagayeur
pagayeurs,1,pagailleurs,NOM,m,p,,pagayeur
pagayez,1,pagaillez,VER,,,imp:pre:2p;,pagayer
pagaïe,1,pagaille,NOM,f,s,,pagaïe
pantelle,1,pantèle,VER,,,ind:pre:3s;,panteler
paraît,1,parait,VER,,,ind:pre:3s;,paraître
paraîtra,1,paraitra,VER,,,ind:fut:3s;,paraître
paraîtrai,1,paraitrai,VER,,,ind:fut:1s;,paraître
paraîtraient,1,paraitraient,VER,,,cnd:pre:3p;,paraître
paraîtrais,1,paraitrais,VER,,,cnd:pre:1s;,paraître
paraîtrait,1,paraitrait,VER,,,cnd:pre:3s;,paraître
paraîtras,1,paraitras,VER,,,ind:fut:2s;,paraître
paraître,1,paraitre,VER,,,inf;,paraître
paraîtrez,1,paraitrez,VER,,,ind:fut:2p;,paraître
paraîtront,1,paraitront,VER,,,ind:fut:3p;,paraître
pare-balles,2,pare-balle/pare-balles,NOM,m,,,pare-balles
pare-boue,2,pare-boue/pare-boues,NOM,m,,,pare-boue
pare-brise,2,pare-brise/pare-brises,NOM,m,,,pare-brise
pare-chocs,2,pare-choc/pare-chocs,NOM,m,,,pare-chocs
pare-feu,2,pare-feu/pare-feux,NOM,m,,,pare-feu
pare-soleil,2,pare-soleil/pare-soleils,NOM,m,,,pare-soleil
pare-éclats,2,pare-éclat/pare-éclats,NOM,m,,,pare-éclats
pare-étincelles,2,pare-étincelle/pare-étincelles,NOM,m,,,pare-étincelles
passe-boules,2,passe-boule/passe-boules,NOM,m,,,passe-boules
passe-crassane,2,passe-crassane/passe-crassanes,NOM,f,,,passe-crassane
passe-muraille,2,passe-muraille/passe-murailles,NOM,m,,,passe-muraille
passe-partout,2,passepartout/passepartouts,NOM,m,,,passe-partout
passe-passe,2,passepasse/passepasses,NOM,m,,,passe-passe
paît,1,pait,VER,,,ind:pre:3s;,paître
paître,1,paitre,VER,,,inf;,paître
paîtront,1,paitront,VER,,,ind:fut:3p;,paître
pedigree,1,pédigrée,NOM,m,s,,pedigree
pedigrees,1,pédigrées,NOM,m,p,,pedigree
pellette,1,pellète,VER,,,ind:pre:3s;,pelleter
penalties,1,pénaltys,NOM,m,p,,penalties
penalty,1,pénalty,NOM,m,s,,penalty
perestroïka,1,pérestroïka,NOM,f,s,,perestroïka
persifla,1,persiffla,VER,,,ind:pas:3s;,persifler
persiflage,1,persifflage,NOM,m,s,,persiflage
persiflages,1,persifflages,NOM,m,p,,persiflage
persiflait,1,persifflait,VER,,,ind:imp:3s;,persifler
persifle,1,persiffle,VER,,,ind:pre:3s;,persifler
persifler,1,persiffler,VER,,,inf;,persifler
persifleur,1,persiffleur,ADJ,m,s,,persifleur
persifleurs,1,persiffleurs,ADJ,m,p,,persifleur
persifleurs,1,persiffleurs,NOM,m,p,,persifleur
persifleuse,1,persiffleuse,ADJ,f,s,,persifleur
persifleuse,1,persiffleuse,NOM,f,s,,persifleur
persiflé,1,persifflé,VER,m,s,par:pas;,persifler
persiflé,1,persifflé,ADJ,m,s,,persiflé
persévérerai,1,persévèrerai,VER,,,ind:fut:1s;,persévérer
persévérerait,1,persévèrerait,VER,,,cnd:pre:3s;,persévérer
peseta,1,péséta,NOM,f,s,,peseta
pesetas,1,pésétas,NOM,f,p,,peseta
peso,1,péso,NOM,m,s,,peso
pesos,1,pésos,NOM,m,p,,peso
petit-maître,1,petit-maitre,NOM,m,s,,petit-maître
ping-pong,1,pingpong,NOM,m,s,,ping-pong
pipe-line,1,pipeline,NOM,m,s,,pipe-line
pique-feu,2,pique-feu/pique-feux,NOM,m,,,pique-feu
pique-nique,1,piquenique,NOM,m,s,,pique-nique
pique-nique,1,piquenique,VER,,,ind:pre:1s;ind:pre:3s;,pique-niquer
pique-niques,1,piqueniques,NOM,m,p,,pique-nique
pique-niques,1,piqueniques,VER,,,ind:pre:2s;,pique-niquer
piqûre,1,piqure,NOM,f,s,,piqûre
piqûres,1,piqures,NOM,f,p,,piqûre
pirojki,2,pirojki/pirojkis,NOM,m,,,pirojki
pisse-froid,2,pisse-froid/pisse-froids,NOM,m,,,pisse-froid
pisse-vinaigre,2,pisse-vinaigre/pisse-vinaigres,NOM,m,,,pisse-vinaigre
piégerai,1,piègerai,VER,,,ind:fut:1s;,piéger
piégerais,1,piègerais,VER,,,cnd:pre:1s;cnd:pre:2s;,piéger
piégerait,1,piègerait,VER,,,cnd:pre:3s;,piéger
piégerez,1,piègerez,VER,,,ind:fut:2p;,piéger
piégeront,1,piègeront,VER,,,ind:fut:3p;,piéger
piétement,1,piètement,NOM,m,s,,piétement
placebo,1,placébo,NOM,m,s,,placebo
placebos,1,placébos,NOM,m,p,,placebo
plate-bande,1,platebande,NOM,f,s,,plate-bande
plates-bandes,1,platebandes,NOM,f,p,,plate-bande
plaît,1,plait,VER,,,ind:pre:3s;,plaire
poche-revolver,1,poche-révolver,NOM,,s,,poche-revolver
porte-avions,2,porte-avion/porte-avions,NOM,m,,,porte-avions
porte-bagages,2,porte-bagage/porte-bagages,NOM,m,,,porte-bagages
porte-billets,2,porte-billet/porte-billets,NOM,m,,,porte-billets
porte-bonheur,2,porte-bonheur/porte-bonheurs,NOM,m,,,porte-bonheur
porte-bouteilles,2,porte-bouteille/porte-bouteilles,NOM,m,,,porte-bouteilles
porte-cannes,2,porte-canne/porte-cannes,NOM,m,,,porte-cannes
porte-cartes,2,porte-carte/porte-cartes,NOM,m,,,porte-cartes
porte-chance,2,porte-chance/porte-chances,NOM,m,,,porte-chance
porte-chapeaux,2,porte-chapeau/porte-chapeaux,NOM,m,,,porte-chapeaux
porte-cigarettes,2,porte-cigarette/porte-cigarettes,NOM,m,,,porte-cigarettes
porte-clefs,2,porte-clef/porte-clefs,NOM,m,,,porte-clefs
porte-clé,1,porteclé,NOM,m,s,,porte-clé
porte-clés,2,porteclé/porteclés,NOM,m,,,porte-clés
porte-conteneurs,2,porte-conteneur/porte-conteneurs,NOM,m,,,porte-conteneurs
porte-crayon,1,portecrayon,NOM,m,s,,porte-crayon
porte-documents,2,porte-document/porte-documents,NOM,m,,,porte-documents
porte-glaive,2,porte-glaive/porte-glaives,NOM,m,,,porte-glaive
porte-jarretelles,2,porte-jarretelle/porte-jarretelles,NOM,m,,,porte-jarretelles
porte-malheur,2,porte-malheur/porte-malheurs,NOM,m,,,porte-malheur
porte-mine,1,portemine,NOM,m,s,,porte-mine
porte-monnaie,2,portemonnaie/portemonnaies,NOM,m,,,porte-monnaie
porte-papier,2,porte-papier/porte-papiers,NOM,m,,,porte-papier
porte-parapluies,2,porte-parapluie/porte-parapluies,NOM,m,,,porte-parapluies
porte-plume,2,porte-plume/porte-plumes,NOM,m,,,porte-plume
porte-queue,2,porte-queue/porte-queues,NOM,m,,,porte-queue
porte-serviettes,2,porte-serviette/porte-serviettes,NOM,m,,,porte-serviettes
porte-voix,1,portevoix,NOM,m,,,porte-voix
possédera,1,possèdera,VER,,,ind:fut:3s;,posséder
posséderai,1,possèderai,VER,,,ind:fut:1s;,posséder
posséderaient,1,possèderaient,VER,,,cnd:pre:3p;,posséder
posséderais,1,possèderais,VER,,,cnd:pre:1s;,posséder
posséderait,1,possèderait,VER,,,cnd:pre:3s;,posséder
posséderas,1,possèderas,VER,,,ind:fut:2s;,posséder
posséderez,1,possèderez,VER,,,ind:fut:2p;,posséder
posséderont,1,possèderont,VER,,,ind:fut:3p;,posséder
pot-pourri,1,potpourri,NOM,m,s,,pot-pourri
pots-pourris,1,potpourris,NOM,m,p,,pot-pourri
pouce-pied,1,poucepied,NOM,m,s,,pouce-pied
pousse-café,2,pousse-café/pousse-cafés,NOM,m,,,pousse-café
pousse-cailloux,1,pousse-caillou,NOM,m,s,,pousse-cailloux
premier-maître,1,premier-maitre,NOM,m,s,,premier-maître
presqu'île,1,presqu'ile,NOM,f,s,,presqu'île
presqu'îles,1,presqu'iles,NOM,f,p,,presqu'île
presse-agrumes,2,presse-agrume/presse-agrumes,NOM,m,,,presse-agrumes
presse-fruits,2,presse-fruit/presse-fruits,NOM,m,,,presse-fruits
presse-papiers,2,presse-papier/presse-papiers,NOM,m,,,presse-papiers
presse-purée,2,presse-purée/presse-purées,NOM,m,,,presse-purée
prie-dieu,2,prie-dieu/prie-dieux,NOM,m,,,prie-dieu
procédera,1,procèdera,VER,,,ind:fut:3s;,procéder
procéderaient,1,procèderaient,VER,,,cnd:pre:3p;,procéder
procéderais,1,procèderais,VER,,,cnd:pre:1s;,procéder
procéderait,1,procèderait,VER,,,cnd:pre:3s;,procéder
procéderez,1,procèderez,VER,,,ind:fut:2p;,procéder
procéderiez,1,procèderiez,VER,,,cnd:pre:2p;,procéder
procéderons,1,procèderons,VER,,,ind:fut:1p;,procéder
procéderont,1,procèderont,VER,,,ind:fut:3p;,procéder
proféreraient,1,profèreraient,VER,,,cnd:pre:3p;,proférer
proliférera,1,prolifèrera,VER,,,ind:fut:3s;,proliférer
proscenium,1,proscénium,NOM,m,s,,proscenium
prospérera,1,prospèrera,VER,,,ind:fut:3s;,prospérer
prospéreraient,1,prospèreraient,VER,,,cnd:pre:3p;,prospérer
protège-dents,2,protège-dent/protège-dents,NOM,m,,,protège-dents
protégera,1,protègera,VER,,,ind:fut:3s;,protéger
protégerai,1,protègerai,VER,,,ind:fut:1s;,protéger
protégeraient,1,protègeraient,VER,,,cnd:pre:3p;,protéger
protégerais,1,protègerais,VER,,,cnd:pre:1s;cnd:pre:2s;,protéger
protégerait,1,protègerait,VER,,,cnd:pre:3s;,protéger
protégeras,1,protègeras,VER,,,ind:fut:2s;,protéger
protégerez,1,protègerez,VER,,,ind:fut:2p;,protéger
protégeriez,1,protègeriez,VER,,,cnd:pre:2p;,protéger
protégerons,1,protègerons,VER,,,ind:fut:1p;,protéger
protégeront,1,protègeront,VER,,,ind:fut:3p;,protéger
prud'homme,1,prudhomme,NOM,m,s,,prud'homme
prud'hommes,1,prudhommes,NOM,m,p,,prud'homme
prunellier,1,prunelier,NOM,m,s,,prunellier
prunelliers,1,pruneliers,NOM,m,p,,prunellier
précédera,1,précèdera,VER,,,ind:fut:3s;,précéder
précéderai,1,précèderai,VER,,,ind:fut:1s;,précéder
précéderaient,1,précèderaient,VER,,,cnd:pre:3p;,précéder
précéderait,1,précèderait,VER,,,cnd:pre:3s;,précéder
précéderions,1,précèderions,VER,,,cnd:pre:1p;,précéder
préférera,1,préfèrera,VER,,,ind:fut:3s;,préférer
préférerai,1,préfèrerai,VER,,,ind:fut:1s;,préférer
préféreraient,1,préfèreraient,VER,,,cnd:pre:3p;,préférer
préférerais,1,préfèrerais,VER,,,cnd:pre:1s;cnd:pre:2s;,préférer
préférerait,1,préfèrerait,VER,,,cnd:pre:3s;,préférer
préféreras,1,préfèreras,VER,,,ind:fut:2s;,préférer
préférerez,1,préfèrerez,VER,,,ind:fut:2p;,préférer
préféreriez,1,préfèreriez,VER,,,cnd:pre:2p;,préférer
préférerions,1,préfèrerions,VER,,,cnd:pre:1p;,préférer
préféreront,1,préfèreront,VER,,,ind:fut:3p;,préférer
prêchi-prêcha,2,prêchiprêcha/prêchiprêchas,NOM,m,,,prêchi-prêcha
puîné,1,puiné,NOM,m,s,,puîné
puînée,1,puinée,ADJ,f,s,,puîné
puînés,1,puinés,NOM,m,p,,puîné
pécherai,1,pècherai,VER,,,ind:fut:1s;,pécher
pécherais,1,pècherais,VER,,,cnd:pre:1s;cnd:pre:2s;,pécher
pécherait,1,pècherait,VER,,,cnd:pre:3s;,pécher
pécheresse,1,pècheresse,ADJ,f,s,,pécheur
pécheresse,1,pècheresse,NOM,f,s,,pécheur
pécheresses,1,pècheresses,ADJ,f,p,,pécheur
pécheresses,1,pècheresses,NOM,f,p,,pécheur
pédezouille,1,pèdezouille,NOM,,s,,pédezouille
pénétrera,1,pénètrera,VER,,,ind:fut:3s;,pénétrer
pénétrerai,1,pénètrerai,VER,,,ind:fut:1s;,pénétrer
pénétreraient,1,pénètreraient,VER,,,cnd:pre:3p;,pénétrer
pénétrerait,1,pénètrerait,VER,,,cnd:pre:3s;,pénétrer
pénétrerons,1,pénètrerons,VER,,,ind:fut:1p;,pénétrer
pénétreront,1,pénètreront,VER,,,ind:fut:3p;,pénétrer
pétera,1,pètera,VER,,,ind:fut:3s;,péter
péterai,1,pèterai,VER,,,ind:fut:1s;,péter
péterais,1,pèterais,VER,,,cnd:pre:1s;cnd:pre:2s;,péter
péterait,1,pèterait,VER,,,cnd:pre:3s;,péter
péteras,1,pèteras,VER,,,ind:fut:2s;,péter
pêle-mêle,1,pêlemêle,ADV,,,,pêle-mêle
quartier-maître,1,quartier-maitre,NOM,m,s,,quartier-maître
quartiers-maîtres,1,quartiers-maitres,NOM,m,p,,quartier-maître
quincaillier,1,quincailler,NOM,m,s,,quincaillier
quincailliers,1,quincaillers,NOM,m,p,,quincaillier
quincaillière,1,quincaillère,NOM,f,s,,quincaillier
quote-part,1,quotepart,NOM,f,s,,quote-part
rafraîchi,1,rafraichi,VER,m,s,par:pas;,rafraîchir
rafraîchie,1,rafraichie,VER,f,s,par:pas;,rafraîchir
rafraîchies,1,rafraichies,VER,f,p,par:pas;,rafraîchir
rafraîchir,1,rafraichir,VER,,,inf;,rafraîchir
rafraîchira,1,rafraichira,VER,,,ind:fut:3s;,rafraîchir
rafraîchirais,1,rafraichirais,VER,,,cnd:pre:1s;,rafraîchir
rafraîchirait,1,rafraichirait,VER,,,cnd:pre:3s;,rafraîchir
rafraîchirent,1,rafraichirent,VER,,,ind:pas:3p;,rafraîchir
rafraîchiront,1,rafraichiront,VER,,,ind:fut:3p;,rafraîchir
rafraîchis,1,rafraichis,VER,m,p,imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;,rafraîchir
rafraîchissaient,1,rafraichissaient,VER,,,ind:imp:3p;,rafraîchir
rafraîchissais,1,rafraichissais,VER,,,ind:imp:1s;ind:imp:2s;,rafraîchir
rafraîchissait,1,rafraichissait,VER,,,ind:imp:3s;,rafraîchir
rafraîchissant,1,rafraichissant,VER,,,par:pre;,rafraîchir
rafraîchissant,1,rafraichissant,ADJ,m,s,,rafraîchissant
rafraîchissante,1,rafraichissante,ADJ,f,s,,rafraîchissant
rafraîchissantes,1,rafraichissantes,ADJ,f,p,,rafraîchissant
rafraîchissants,1,rafraichissants,ADJ,m,p,,rafraîchissant
rafraîchisse,1,rafraichisse,VER,,,sub:pre:1s;sub:pre:3s;,rafraîchir
rafraîchissement,1,rafraichissement,NOM,m,s,,rafraîchissement
rafraîchissements,1,rafraichissements,NOM,m,p,,rafraîchissement
rafraîchissent,1,rafraichissent,VER,,,ind:pre:3p;,rafraîchir
rafraîchisseur,1,rafraichisseur,NOM,m,s,,rafraîchisseur
rafraîchissez,1,rafraichissez,VER,,,imp:pre:2p;ind:pre:2p;,rafraîchir
rafraîchissoir,1,rafraichissoir,NOM,m,s,,rafraîchissoir
rafraîchissoirs,1,rafraichissoirs,NOM,m,p,,rafraîchissoir
rafraîchissons,1,rafraichissons,VER,,,imp:pre:1p;,rafraîchir
rafraîchit,1,rafraichit,VER,,,ind:pre:3s;ind:pas:3s;,rafraîchir
ragoût,1,ragout,NOM,m,s,,ragoût
ragoûtant,1,ragoutant,ADJ,m,s,,ragoûtant
ragoûtant,1,ragoutant,VER,,,par:pre;,ragoûter
ragoûtante,1,ragoutante,ADJ,f,s,,ragoûtant
ragoûtantes,1,ragoutantes,ADJ,f,p,,ragoûtant
ragoûtants,1,ragoutants,ADJ,m,p,,ragoûtant
ragoûts,1,ragouts,NOM,m,p,,ragoût
ramasse-miettes,2,ramasse-miette/ramasse-miettes,NOM,m,,,ramasse-miettes
ramasse-poussière,2,ramasse-poussière/ramasse-poussières,NOM,m,,,ramasse-poussière
ranches,1,ranchs,NOM,f,p,,ranche
rapiécerait,1,rapiècerait,VER,,,cnd:pre:3s;,rapiécer
rase-mottes,2,rase-motte/rase-mottes,NOM,m,,,rase-mottes
rasseoir,1,rassoir,VER,,,inf;,rasseoir
rassérénera,1,rassérènera,VER,,,ind:fut:3s;,rasséréner
ravioli,2,ravioli/raviolis,NOM,m,,,ravioli
re-connaître,1,re-connaitre,VER,,,inf;,reconnaître
rebrûlé,1,rebrulé,VER,m,s,par:pas;,rebrûler
receler,1,recéler,VER,,,inf;,receler
recelé,1,recélé,VER,m,s,par:pas;,receler
recelée,1,recélée,VER,f,s,par:pas;,receler
recelées,1,recélées,VER,f,p,par:pas;,receler
recelés,1,recélés,VER,m,p,par:pas;,receler
reconnaît,1,reconnait,VER,,,ind:pre:3s;,reconnaître
reconnaîtra,1,reconnaitra,VER,,,ind:fut:3s;,reconnaître
reconnaîtrai,1,reconnaitrai,VER,,,ind:fut:1s;,reconnaître
reconnaîtraient,1,reconnaitraient,VER,,,cnd:pre:3p;,reconnaître
reconnaîtrais,1,reconnaitrais,VER,,,cnd:pre:1s;cnd:pre:2s;,reconnaître
reconnaîtrait,1,reconnaitrait,VER,,,cnd:pre:3s;,reconnaître
reconnaîtras,1,reconnaitras,VER,,,ind:fut:2s;,reconnaître
reconnaître,1,reconnaitre,VER,,,inf;,reconnaître
reconnaîtrez,1,reconnaitrez,VER,,,ind:fut:2p;,reconnaître
reconnaîtriez,1,reconnaitriez,VER,,,cnd:pre:2p;,reconnaître
reconnaîtrions,1,reconnaitrions,VER,,,cnd:pre:1p;,reconnaître
reconnaîtrons,1,reconnaitrons,VER,,,ind:fut:1p;,reconnaître
reconnaîtront,1,reconnaitront,VER,,,ind:fut:3p;,reconnaître
referendum,1,référendum,NOM,m,s,,referendum
reflétera,1,reflètera,VER,,,ind:fut:3s;,refléter
refléteraient,1,reflèteraient,VER,,,cnd:pre:3p;,refléter
refléterait,1,reflèterait,VER,,,cnd:pre:3s;,refléter
refréner,1,réfréner,VER,,,inf;,refréner
refrénerait,1,réfrènerait,VER,,,cnd:pre:3s;,refréner
refréné,1,réfréné,VER,m,s,par:pas;,refréner
refrénés,1,réfrénés,VER,m,p,par:pas;,refréner
regoûter,1,regouter,VER,,,inf;,regoûter
regoûté,1,regouté,VER,m,s,par:pas;,regoûter
relais,1,relai,NOM,m,,,relais
remboîter,1,remboiter,VER,,,inf;,remboîter
remonte-pentes,2,remonte-pente/remonte-pentes,NOM,m,,,remonte-pentes
rempaquette,1,rempaquète,VER,,,ind:pre:3s;,rempaqueter
remue-ménage,2,remue-ménage/remue-ménages,NOM,m,,,remue-ménage
remue-méninges,2,remue-méninge/remue-méninges,NOM,m,,,remue-méninges
renaît,1,renait,VER,,,ind:pre:3s;,renaître
renaîtra,1,renaitra,VER,,,ind:fut:3s;,renaître
renaîtrai,1,renaitrai,VER,,,ind:fut:1s;,renaître
renaîtraient,1,renaitraient,VER,,,cnd:pre:3p;,renaître
renaîtrais,1,renaitrais,VER,,,cnd:pre:1s;cnd:pre:2s;,renaître
renaîtrait,1,renaitrait,VER,,,cnd:pre:3s;,renaître
renaîtras,1,renaitras,VER,,,ind:fut:2s;,renaître
renaître,1,renaitre,VER,,,inf;,renaître
renaîtrez,1,renaitrez,VER,,,ind:fut:2p;,renaître
renaîtrons,1,renaitrons,VER,,,ind:fut:1p;,renaître
renaîtront,1,renaitront,VER,,,ind:fut:3p;,renaître
renouvelle,1,renouvèle,VER,,,imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;,renouveler
renouvellement,1,renouvèlement,NOM,m,s,,renouvellement
renouvellements,1,renouvèlements,NOM,m,p,,renouvellement
renouvellent,1,renouvèlent,VER,,,ind:pre:3p;,renouveler
renouvellera,1,renouvèlera,VER,,,ind:fut:3s;,renouveler
renouvellerai,1,renouvèlerai,VER,,,ind:fut:1s;,renouveler
renouvellerait,1,renouvèlerait,VER,,,cnd:pre:3s;,renouveler
renouvellerons,1,renouvèlerons,VER,,,ind:fut:1p;,renouveler
renouvelleront,1,renouvèleront,VER,,,ind:fut:3p;,renouveler
renouvelles,1,renouvèles,VER,,,ind:pre:2s;,renouveler
reparaît,1,reparait,VER,,,ind:pre:3s;,reparaître
reparaîtra,1,reparaitra,VER,,,ind:fut:3s;,reparaître
reparaîtrait,1,reparaitrait,VER,,,cnd:pre:3s;,reparaître
reparaître,1,reparaitre,VER,,,inf;,reparaître
repaît,1,repait,VER,,,ind:pre:3s;,repaître
repaître,1,repaitre,VER,,,inf;,repaître
repérera,1,repèrera,VER,,,ind:fut:3s;,repérer
repérerai,1,repèrerai,VER,,,ind:fut:1s;,repérer
repéreraient,1,repèreraient,VER,,,cnd:pre:3p;,repérer
repérerais,1,repèrerais,VER,,,cnd:pre:2s;,repérer
repérerait,1,repèrerait,VER,,,cnd:pre:3s;,repérer
repérerons,1,repèrerons,VER,,,ind:fut:1p;,repérer
repéreront,1,repèreront,VER,,,ind:fut:3p;,repérer
ressemellent,1,ressemèlent,VER,,,ind:pre:3p;,ressemeler
revolver,1,révolver,NOM,m,s,,revolver
revolvers,1,révolvers,NOM,m,p,,revolver
reître,1,reitre,NOM,m,s,,reître
reîtres,1,reitres,NOM,m,p,,reître
rince-bouche,2,rince-bouche/rince-bouches,NOM,m,,,rince-bouche
rince-doigts,2,rince-doigt/rince-doigts,NOM,m,,,rince-doigts
risque-tout,1,risquetout,ADJ,,,,risque-tout
rivette,1,rivète,VER,,,imp:pre:2s;,riveter
rouspétera,1,rouspètera,VER,,,ind:fut:3s;,rouspéter
rousserolle,1,rousserole,NOM,f,s,,rousserolle
rugbymen,1,rugbymans,NOM,m,p,,rugbyman
ruisselle,1,ruissèle,VER,,,imp:pre:2s;ind:pre:1s;ind:pre:3s;,ruisseler
ruissellement,1,ruissèlement,NOM,m,s,,ruissellement
ruissellements,1,ruissèlements,NOM,m,p,,ruissellement
ruissellent,1,ruissèlent,VER,,,ind:pre:3p;,ruisseler
ruissellerait,1,ruissèlerait,VER,,,cnd:pre:3s;,ruisseler
rushes,1,rushs,NOM,m,p,,rush
réaffûtée,1,réaffutée,VER,f,s,par:pas;,réaffûter
réapparaît,1,réapparait,VER,,,ind:pre:3s;,réapparaître
réapparaîtra,1,réapparaitra,VER,,,ind:fut:3s;,réapparaître
réapparaîtrai,1,réapparaitrai,VER,,,ind:fut:1s;,réapparaître
réapparaîtraient,1,réapparaitraient,VER,,,cnd:pre:3p;,réapparaître
réapparaîtrait,1,réapparaitrait,VER,,,cnd:pre:3s;,réapparaître
réapparaître,1,réapparaitre,VER,,,inf;,réapparaître
réapparaîtront,1,réapparaitront,VER,,,ind:fut:3p;,réapparaître
récupérera,1,récupèrera,VER,,,ind:fut:3s;,récupérer
récupérerai,1,récupèrerai,VER,,,ind:fut:1s;,récupérer
récupérerais,1,récupèrerais,VER,,,cnd:pre:1s;cnd:pre:2s;,récupérer
récupérerait,1,récupèrerait,VER,,,cnd:pre:3s;,récupérer
récupéreras,1,récupèreras,VER,,,ind:fut:2s;,récupérer
récupérerez,1,récupèrerez,VER,,,ind:fut:2p;,récupérer
récupérerons,1,récupèrerons,VER,,,ind:fut:1p;,récupérer
récupéreront,1,récupèreront,VER,,,ind:fut:3p;,récupérer
réentraîner,1,réentrainer,VER,,,inf;,réentraîner
référera,1,réfèrera,VER,,,ind:fut:3s;,référer
référerai,1,réfèrerai,VER,,,ind:fut:1s;,référer
référerez,1,réfèrerez,VER,,,ind:fut:2p;,référer
réglementaire,1,règlementaire,ADJ,,s,,réglementaire
réglementairement,1,règlementairement,ADV,,,,réglementairement
réglementaires,1,règlementaires,ADJ,,p,,réglementaire
réglementait,1,règlementait,VER,,,ind:imp:3s;,réglementer
réglementant,1,règlementant,VER,,,par:pre;,réglementer
réglementation,1,règlementation,NOM,f,s,,réglementation
réglementations,1,règlementations,NOM,f,p,,réglementation
réglemente,1,règlemente,VER,,,ind:pre:3s;,réglementer
réglementer,1,règlementer,VER,,,inf;,réglementer
réglementé,1,règlementé,VER,m,s,par:pas;,réglementer
réglementée,1,règlementée,VER,f,s,par:pas;,réglementer
réglementées,1,règlementées,VER,f,p,par:pas;,réglementer
réglementés,1,règlementés,VER,m,p,par:pas;,réglementer
réglera,1,règlera,VER,,,ind:fut:3s;,régler
réglerai,1,règlerai,VER,,,ind:fut:1s;,régler
réglerais,1,règlerais,VER,,,cnd:pre:1s;cnd:pre:2s;,régler
réglerait,1,règlerait,VER,,,cnd:pre:3s;,régler
régleras,1,règleras,VER,,,ind:fut:2s;,régler
réglerez,1,règlerez,VER,,,ind:fut:2p;,régler
réglerions,1,règlerions,VER,,,cnd:pre:1p;,régler
réglerons,1,règlerons,VER,,,ind:fut:1p;,régler
régleront,1,règleront,VER,,,ind:fut:3p;,régler
régnera,1,règnera,VER,,,ind:fut:3s;,régner
régnerai,1,règnerai,VER,,,ind:fut:1s;,régner
régneraient,1,règneraient,VER,,,cnd:pre:3p;,régner
régnerais,1,règnerais,VER,,,cnd:pre:2s;,régner
régnerait,1,règnerait,VER,,,cnd:pre:3s;,régner
régneras,1,règneras,VER,,,ind:fut:2s;,régner
régnerez,1,règnerez,VER,,,ind:fut:2p;,régner
régnerons,1,règnerons,VER,,,ind:fut:1p;,régner
régneront,1,règneront,VER,,,ind:fut:3p;,régner
régénérera,1,régénèrera,VER,,,ind:fut:3s;,régénérer
régénérerait,1,régénèrerait,VER,,,cnd:pre:3s;,régénérer
réintégrerait,1,réintègrerait,VER,,,cnd:pre:3s;,réintégrer
réitérera,1,réitèrera,VER,,,ind:fut:3s;,réitérer
répétera,1,répètera,VER,,,ind:fut:3s;,répéter
répéterai,1,répèterai,VER,,,ind:fut:1s;,répéter
répéteraient,1,répèteraient,VER,,,cnd:pre:3p;,répéter
répéterais,1,répèterais,VER,,,cnd:pre:1s;cnd:pre:2s;,répéter
répéterait,1,répèterait,VER,,,cnd:pre:3s;,répéter
répéteras,1,répèteras,VER,,,ind:fut:2s;,répéter
répéterez,1,répèterez,VER,,,ind:fut:2p;,répéter
répéteriez,1,répèteriez,VER,,,cnd:pre:2p;,répéter
réveille-matin,2,réveille-matin/réveille-matins,NOM,m,,,réveille-matin
révélera,1,révèlera,VER,,,ind:fut:3s;,révéler
révélerai,1,révèlerai,VER,,,ind:fut:1s;,révéler
révéleraient,1,révèleraient,VER,,,cnd:pre:3p;,révéler
révélerais,1,révèlerais,VER,,,cnd:pre:1s;cnd:pre:2s;,révéler
révélerait,1,révèlerait,VER,,,cnd:pre:3s;,révéler
révéleras,1,révèleras,VER,,,ind:fut:2s;,révéler
révélerez,1,révèlerez,VER,,,ind:fut:2p;,révéler
révélerons,1,révèlerons,VER,,,ind:fut:1p;,révéler
révéleront,1,révèleront,VER,,,ind:fut:3p;,révéler
révérerait,1,révèrerait,VER,,,cnd:pre:3s;,révérer
saccharine,1,saccarine,NOM,f,s,,saccharine
sage-femme,1,sagefemme,NOM,f,s,,sage-femme
sages-femmes,1,sagefemmes,NOM,f,p,,sage-femme
sans-faute,2,sans-faute/sans-fautes,NOM,m,,,sans-faute
sans-façon,2,sans-façon/sans-façons,NOM,m,,,sans-façon
sans-fil,2,sans-fil/sans-fils,NOM,m,,,sans-fil
