#ligne,Grafie initiale,Lème,Catégorie,Raison,Grafie modifiée
13919,thylakoïde,thylakoïde,n.m.,3,tilakoïde
13920,thym,thym,n.m.,3,tim
13921,thymie,thymie,n.f.,3,timie
13922,thymine,thymine,n.f.,3,timine
13923,thymique,thymique,adj.,3,timique
13924,thymoanaleptique,thymoanaleptique,adj.,3,timoanaleptique
13924,thymoanaleptique,thymoanaleptique,n.m.,3,timoanaleptique
13925,thymocyte,thymocyte,n.m.,3,timocite
13926,thymol,thymol,n.m.,3,timol
13927,thymus,thymus,n.m.,3,timus
13928,thyréoglobuline,thyréoglobuline,n.f.,3,tiréoglobuline
13929,thyréostimuline,thyréostimuline,n.f.,3,tiréostimuline
13930,thyréotrope,thyréotrope,adj.,3,tiréotrope
13931,thyristor,thyristor,n.m.,3,tiristor
13932,thyristorisé,thyristorisé,adj.,3,tiristorisé
13932,thyristorisée,thyristorisé,adj.,3,tiristorisée
13933,thyroglobuline,thyroglobuline,n.f.,3,tiroglobuline
13934,thyroïde,thyroïde,adj.,3,tiroïde
13934,thyroïde,thyroïde,n.f.,3,tiroïde
13935,thyroïdectomie,thyroïdectomie,n.f.,3,tiroïdectomie
13936,thyroïdien,thyroïdien,adj.,3,tiroïdien
13936,thyroïdienne,thyroïdien,adj.,1 3,tiroïdiène
13937,thyroïdite,thyroïdite,n.f.,3,tiroïdite
13938,thyroxine,thyroxine,n.f.,3,tiroxine
13939,thyrse,thyrse,n.m.,3,tirse
13940,thysanoures,thysanoures,n.m.pl.,3,tisanoures
13941,tibiaux,tibial,adj.m.pl.,2,tibiaus
13942,tielle,tielle,n.f.,1,tièle
13943,tienne,tien,adj.poss.f.,1,tiène
13943,tienne,tien,pron.poss.f.,1,tiène
13944,tigelle,tigelle,n.f.,1,tigèle
13945,tigette,tigette,n.f.,1,tigète
13946,tillandsie,tillandsie,n.f.,1,tilandsie
13947,tillandsia,tillandsia,n.m.,1,tilandsia
13948,tinctoriaux,tinctorial,adj.m.pl.,2,tinctoriaus
13949,tinette,tinette,n.f.,1,tinète
13950,tintamarre,tintamarre,n.m.,1,tintamare
13951,tintinnabuler,tintinnabuler,v.intr.,1,tintinabuler
13952,tirebouchonner,tirebouchonner,v.,1,tirebouchoner
13953,tirette,tirette,n.f.,1,tirète
13954,tisonné,tisonné,adj.,1,tisoné
13954,tisonnée,tisonné,adj.,1,tisonée
13955,tisonner,tisonner,v.tr.,1,tisoner
13956,tisonnier,tisonnier,n.m.,1,tisonier
13957,titillation,titillation,n.f.,1,titilation
13958,toarcienne,toarcien,adj.f.,1,toarciène
13959,toboggan,toboggan,n.m.,1,tobogan
13960,toccata,toccata,n.f.,1,tocata
13961,tocophérol,tocophérol,n.m.,3,tocoférol
13962,toffee,toffee,n.m.,1,tofee
13963,toilettage,toilettage,n.m.,1,toilétage
13964,toilette,toilette,n.f.,1,toilète
13965,toiletter,toiletter,v.tr.,1,toiléter
13966,toilettes,toilettes,n.f.pl.,1,toilètes
13967,toiletteur,toiletteur,n.,1,toiléteur
13967,toiletteuse,toiletteur,n.,1,toiléteuse
13968,tokharienne,tokharien,adj.f.,1,tokhariène
13969,tollé,tollé,n.m.,1,tolé
13970,tombaux,tombal,adj.m.pl.,2,tombaus
13971,tombeaux,tombeau,n.m.pl.,2,tombeaus
13972,tombelle,tombelle,n.f.,1,tombèle
13973,tombereaux,tombereau,n.m.pl.,2,tombereaus
13974,tomenteux,tomenteux,adj.m.sg.pl.,2,tomenteus
13975,tomette,tomette,n.f.,1,tomète
13976,tomme,tomme,n.f.,1,tome
13977,tomographie,tomographie,n.f.,3,tomografie
13978,tomographique,tomographique,adj.,3,tomografique
13979,tonaux,tonal,adj.m.pl.,2,tonaus
13980,tonnage,tonnage,n.m.,1,tonage
13981,tonnant,tonnant,adj.,1,tonant
13981,tonnante,tonnant,adj.,1,tonante
13982,tonne,tonne,n.f.,1,tone
13983,tonneau,tonneau,n.m.,1,toneau
13983,tonneaux,tonneau,n.m.,1 2,toneaus
13984,tonnelage,tonnelage,n.m.,1,tonelage
13985,tonnelet,tonnelet,n.m.,1,tonelet
13986,tonnelier,tonnelier,n.m.,1,tonelier
13987,tonnelle,tonnelle,n.f.,1,tonèle
13988,tonnellerie,tonnellerie,n.f.,1,tonèlerie
13989,tonner,tonner,v.intr.,1,toner
13990,tonnerre,tonnerre,n.m.,1,tonère
13991,topette,topette,n.f.,1,topète
13992,tophacé,tophacé,adj.,3,tofacé
13992,tophacée,tophacé,adj.,3,tofacée
13993,tophus,tophus,n.m.,3,tofus
13994,topographe,topographe,n.,3,topografe
13995,topographie,topographie,n.f.,3,topografie
13996,topographique,topographique,adj.,3,topografique
13997,topographiquement,topographiquement,adv.,3,topografiquement
13998,toponyme,toponyme,n.m.,3,toponime
13999,toponymie,toponymie,n.f.,3,toponimie
14000,toponymique,toponymique,adj.,3,toponimique
14001,toponymiste,toponymiste,n.,3,toponimiste
14002,torah,torah,n.f.,3’,tora
14003,torchonner,torchonner,v.tr.,1,torchoner
14004,toroïdaux,toroïdal,adj.m.pl.,2,toroïdaus
14005,toronner,toronner,v.tr.,1,toroner
14006,toronneuse,toronneuse,n.f.,1,toroneuse
14007,torr,torr,n.m.,1,tor
14008,torréfacteur,torréfacteur,n.m.,1,toréfacteur
14009,torréfaction,torréfaction,n.f.,1,toréfaction
14010,torréfier,torréfier,v.tr.,1,toréfier
14011,torrent,torrent,n.m.,1,torent
14012,torrentiel,torrentiel,adj.,1,torentiel
14012,torrentièle,torrentiel,adj.,1,torentièle
14013,torrentiellement,torrentiellement,adv.,1,torentièlement
14014,torrentueusement,torrentueusement,adv.,1,torentueusement
14015,torrentueux,torrentueux,adj.,1 2,torentueus
14015,torrentueuse,torrentueux,adj.,1,torentueuse
14016,torride,torride,adj.,1,toride
14017,tortellini,tortellini,n.m.,1,tortélini
14018,tortionnaire,tortionnaire,n.,1,tortionaire
14019,tortueux,tortueux,adj.m.sg.pl.,2,tortueus
14020,totaux,total,adj.m.pl.,2,totaus
14020,totaux,total,n.m.pl.,2,totaus
14021,touchaux,touchau,n.m.pl.,2,touchaus
14022,touchette,touchette,n.f.,1,touchète
14023,touffe,touffe,n.f.,1,toufe
14024,touffeur,touffeur,n.f.,1,toufeur
14025,touffu,touffu,adj.,1,toufu
14025,touffue,touffu,adj.,1,toufue
14026,touillette,touillette,n.f.,1,touillète
14027,touranienne,touranien,adj.f.,1,touraniène
14028,tourbeux,tourbeux,adj.m.sg.pl.,2,tourbeus
14029,tourbillonnaire,tourbillonnaire,adj.,1,tourbillonaire
14030,tourbillonnant,tourbillonnant,adj.,1,tourbillonant
14030,tourbillonnante,tourbillonnant,adj.,1,tourbillonante
14031,tourbillonnement,tourbillonnement,n.m.,1,tourbillonement
14032,tourbillonner,tourbillonner,v.intr.,1,tourbilloner
14033,tourelle,tourelle,n.f.,1,tourèle
14034,tourillonneuse,tourillonneuse,n.f.,1,tourilloneuse
14035,tournette,tournette,n.f.,1,tournète
14036,tourteaux,tourteau,n.m.pl.,2,tourteaus
14037,tourtereaux,tourtereau,n.m.pl.,2,tourtereaus
14038,tourterelle,tourterelle,n.f.,1,tourterèle
14039,toux,toux,n.f.sg.pl.,2,tous
14040,trachéal,trachéal,adj.,3,traquéal
14040,trachéale,trachéal,adj.,3,traquéale
14040,trachéaux,trachéal,adj.,2 3,traquéaus
14041,trachéen,trachéen,adj.,3,traquéen
14041,trachéenne,trachéen,adj.,1 3,traquéène
14042,trachéite,trachéite,n.f.,3,traquéite
14043,trachéobronchite,trachéobronchite,n.f.,3,traquéobronchite
14044,trachéostomie,trachéostomie,n.f.,3,traquéostomie
14045,trachéotomie,trachéotomie,n.f.,3,traquéotomie
14046,trachéotomisé,trachéotomisé,adj.,3,traquéotomisé
14046,trachéotomisée,trachéotomisé,adj.,3,traquéotomisée
14046,trachéotomisé,trachéotomisé,n.,3,traquéotomisé
14046,trachéotomisée,trachéotomisé,n.,3,traquéotomisée
14047,trachome,trachome,n.m.,3,tracome
14048,trachyte,trachyte,n.m.,3,traquite
14049,trachytique,trachytique,adj.,3,traquitique
14050,tractionnaire,tractionnaire,n.m.,1,tractionaire
14051,tractopelle,tractopelle,n.f.,1,tractopèle
14052,traditionnaire,traditionnaire,adj.,1,traditionaire
14052,traditionnaire,traditionnaire,n.,1,traditionaire
14053,traditionnel,traditionnel,adj.,1,traditionel
14053,traditionnelle,traditionnel,adj.,1,traditionèle
14054,traditionnellement,traditionnellement,adv.,1,traditionèlement
14055,tragédienne,tragédien,n.f.,1,tragédiène
14056,traineaux,traineau,n.m.pl.,2,traineaus
14057,trajectographie,trajectographie,n.f.,3,trajectografie
14058,trajectographique,trajectographique,adj.,3,trajectografique
14059,tranquille,tranquille,adj.,1,tranquile
14060,tranquillement,tranquillement,adv.,1,tranquilement
14061,tranquillisant,tranquillisant,adj.,1,tranquilisant
14061,tranquillisante,tranquillisant,adj.,1,tranquilisante
14061,tranquillisant,tranquillisant,n.m.,1,tranquilisant
14062,tranquilliser,tranquilliser,v.tr.,1,tranquiliser
14063,tranquillité,tranquillité,n.f.,1,tranquilité
14064,transactionnel,transactionnel,adj.,1,transactionel
14064,transactionnelle,transactionnel,adj.,1,transactionèle
14065,transamazonienne,transamazonien,adj.f.,1,transamazoniène
14066,transcanadienne,transcanadien,adj.f.,1,transcanadiène
14066,transcanadienne,transcanadien,n.f.,1,transcanadiène
14067,transcaspienne,transcaspien,adj.f.,1,transcaspiène
14068,transcaucasienne,transcaucasien,adj.f.,1,transcaucasiène
14069,transcendantaux,transcendantal,adj.m.pl.,2,transcendantaus
14070,transcontinentaux,transcontinental,adj.m.pl.,2,transcontinentaus
14071,transculturelle,transculturel,adj.f.,1,transculturèle
14072,transférentielle,transférentiel,adj.f.,1,transférentièle
14073,transferrine,transferrine,n.f.,1,transférine
14074,transformationnel,transformationnel,adj.,1,transformationel
14074,transformationnelle,transformationnel,adj.,1,transformationèle
14075,transfusionnel,transfusionnel,adj.,1,transfusionel
14075,transfusionnelle,transfusionnel,adj.,1,transfusionèle
14076,transhumance,transhumance,n.f.,3’,transumance
14077,transhumant,transhumant,adj.,3’,transumant
14077,transhumante,transhumant,adj.,3’,transumante
14078,transhumer,transhumer,v.,3’,transumer
14079,transitionnel,transitionnel,adj.,1,transitionel
14079,transitionnelle,transitionnel,adj.,1,transitionèle
14080,translittération,translittération,n.f.,1,translitération
14081,translittérer,translittérer,v.tr.,1,translitérer
14082,transmetteur,transmetteur,n.,1,transméteur
14082,transmetteuse,transmetteur,n.,1,transméteuse
14083,transmettre,transmettre,v.tr.,1,transmètre
14084,transnationaux,transnational,adj.m.pl.,2,transnationaus
14085,transneptunienne,transneptunien,adj.f.,1,transneptuniène
14086,transphrastique,transphrastique,adj.,3,transfrastique
14087,transpyrénéenne,transpyrénéen,adj.f.,1,transpyrénéène
14088,transsaharienne,transsaharien,adj.f.,1,transsahariène
14089,transsexuelle,transsexuel,adj.f.,1,transsexuèle
14089,transsexuelle,transsexuel,n.f.,1,transsexuèle
14090,transsibérienne,transsibérien,adj.f.,1,transsibériène
14091,transuranienne,transuranien,adj.f.,1,transuraniène
14092,transversaux,transversal,adj.m.pl.,2,transversaus
14093,trapézoïdaux,trapézoïdal,adj.m.pl.,2,trapézoïdaus
14094,trappe,trappe,n.f.,1,trape
14095,trappeur,trappeur,n.,1,trapeur
14095,trappeuse,trappeur,n.,1,trapeuse
14096,trappillon,trappillon,n.m.,1,trapillon
14097,trappiste,trappiste,n.m.,1,trapiste
14097,trappiste,trappiste,n.f.,1,trapiste
14098,trappistine,trappistine,n.f.,1,trapistine
14099,trattoria,trattoria,n.f.,1,tratoria
14100,travaux,travail,n.m.pl.,2,travaus
14101,travelleur,travelleur,n.m.,1,traveleur
14102,traveller’s chèque,traveller’s chèque,n.m.,1,traveleur’s chèque
14103,travelling,travelling,n.m.,* 1,traveling
14104,tréhalose,tréhalose,n.m.,3’,tréalose
14105,trekker,trekker,v.intr.,1,tréker
14106,trekkeur,trekkeur,n.,1,trékeur
14106,trekkeuse,trekkeur,n.,1,trékeuse
14107,trekking,trekking,n.m.,1,tréking
14108,trémelle,trémelle,n.f.,1,trémèle
14109,trempette,trempette,n.f.,1,trempète
14110,tréphocyte,tréphocyte,n.m.,3,tréfocite
14111,tréphone,tréphone,n.f.,3,tréfone
14112,tréteaux,tréteau,n.m.pl.,2,tréteaus
14113,triathlète,triathlète,n.,3,triatlète
14114,triathlon,triathlon,n.m.,3,triatlon
14115,triathlonien,triathlonien,n.,3,triatlonien
14115,triathlonienne,triathlonien,n.,1 3,triatloniène
14116,tribaux,tribal,adj.m.pl.,2,tribaus
14117,triballe,triballe,n.f.,1,tribale
14118,triballer,triballer,v.tr.,1,tribaler
14119,tribunaux,tribunal,n.m.pl.,2,tribunaus
14120,tribunitienne,tribunitien,adj.f.,1,tribunitiène
14121,tributyrine,tributyrine,n.f.,3’,tributirine
14122,tricarboxylique,tricarboxylique,adj.,3,tricarboxilique
14123,tricennal,tricennal,adj.,1,tricénal
14123,tricennale,tricennal,adj.,1,tricénale
14123,tricennaux,tricennal,adj.,1 2,tricénaus
14124,tricéphale,tricéphale,adj.,3,tricéfale
14125,trichiasis,trichiasis,n.m.,3,triquiasis
14126,trichine,trichine,n.f.,3,triquine
14127,trichiné,trichiné,adj.,3,triquiné
14127,trichinée,trichiné,adj.,3,triquinée
14128,trichineux,trichineux,adj.,2 3,triquineus
14128,trichineuse,trichineux,adj.,3,triquineuse
14129,trichinose,trichinose,n.f.,3,triquinose
14130,trichite,trichite,n.f.,3,triquite
14131,trichlo,trichlo,n.m.,3,triclo
14132,trichloracétique,trichloracétique,adj.,3,tricloracétique
14133,trichloréthylène,trichloréthylène,n.m.,3,triclorétilène
14134,trichocéphale,trichocéphale,n.m.,3,tricocéfale
14135,trichocéphalose,trichocéphalose,n.f.,3,tricocéfalose
14136,trichogramme,trichogramme,n.m.,1 3,tricograme
14137,tricholome,tricholome,n.m.,3,tricolome
14138,trichoma,trichoma,n.m.,3,tricoma
14139,trichomonas,trichomonas,n.m.,3,tricomonas
14140,trichophytie,trichophytie,n.f.,3,tricofitie
14141,trichophyton,trichophyton,n.m.,3,tricofiton
14142,trichrome,trichrome,adj.,3,tricrome
14143,trichromie,trichromie,n.f.,3,tricromie
14144,tricycle,tricycle,n.m.,3,tricicle
14144,tricycle,tricycle,adj.,3,tricicle
14145,tridactyle,tridactyle,adj.,3,tridactile
14146,tridimensionnel,tridimensionnel,adj.,1,tridimensionel
14146,tridimensionnelle,tridimensionnel,adj.,1,tridimensionèle
14147,triennal,triennal,adj.,1,triénal
14147,triennale,triennal,adj.,1,triénale
14147,triennaux,triennal,adj.,1 2,triénaus
14148,trigémellaire,trigémellaire,adj.,1,trigémélaire
14149,triglycéride,triglycéride,n.m.,3,triglicéride
14150,triglyphe,triglyphe,n.m.,3,triglife
14151,trigonelle,trigonelle,n.f.,1,trigonèle
14152,trigonocéphale,trigonocéphale,n.m.,3,trigonocéfale
14153,trigramme,trigramme,n.m.,1,trigrame
14154,trijumeaux,trijumeau,adj.m.pl.,2,trijumeaus
14154,trijumeaux,trijumeau,n.m.pl.,2,trijumeaus
14155,trilatéraux,trilatéral,adj.m.pl.,2,trilatéraus
14156,trillion,trillion,n.m.,1,trilion
14157,trimballage,trimballage,n.m.,* 1,trimbalage
14158,trimballement,trimballement,n.m.,* 1,trimbalement
14159,trimballer,trimballer,v.tr.,* 1,trimbaler
14160,trimestrielle,trimestriel,adj.f.,1,trimestrièle
14161,trimestriellement,trimestriellement,adv.,1,trimestrièlement
14162,trimmer,trimmer,n.m.,1,trimer
14163,trinqueballe,trinqueballe,n.m.,1,trinquebale
14164,trinquette,trinquette,n.f.,1,trinquète
14165,triomphal,triomphal,adj.,3’,trionfal
14165,triomphale,triomphal,adj.,3’,trionfale
14165,triomphaux,triomphal,adj.,2 3’,trionfaus
14166,triomphalement,triomphalement,adv.,3’,trionfalement
14167,triomphalisme,triomphalisme,n.m.,3’,trionfalisme
14168,triomphaliste,triomphaliste,adj.,3’,trionfaliste
14168,triomphaliste,triomphaliste,n.,3’,trionfaliste
14169,triomphant,triomphant,adj.,3’,trionfant
14169,triomphante,triomphant,adj.,3’,trionfante
14170,triomphateur,triomphateur,n.,3’,trionfateur
14170,triomphatrice,triomphateur,n.,3’,trionfatrice
14171,triomphe,triomphe,n.m.,3’,trionfe
14172,triompher,triompher,v.,3’,trionfer
14173,trionyx,trionyx,n.m.,3,trionix
14174,tripette,tripette,n.f.,1,tripète
14175,triphasé,triphasé,adj.,3,trifasé
14175,triphasée,triphasé,adj.,3,trifasée
14176,triphénylméthane,triphénylméthane,n.m.,3,trifénilmétane
14177,triphosphate,triphosphate,n.m.,3,trifosfate
14178,triphtongue,triphtongue,n.f.,3,triftongue
14179,triplette,triplette,n.f.,1,triplète
14180,tripoux,tripoux,n.m.pl.,* 2,tripous
14181,triptyque,triptyque,n.m.,3,triptique
14182,triqueballe,triqueballe,n.m.,1,triquebale
14183,trisannuel,trisannuel,adj.,1,trisanuel
14183,trisannuelle,trisannuel,adj.,1,trisanuèle
14184,tristounette,tristounette,adj.,1,tristounète
14185,trisyllabe,trisyllabe,adj.,1 3,trisilabe
14185,trisyllabe,trisyllabe,n.m.,1 3,trisilabe
14186,trisyllabique,trisyllabique,adj.,1 3,trisilabique
14187,trithérapie,trithérapie,n.f.,3,tritérapie
14188,triumviraux,triumviral,adj.m.pl.,2,triumviraus
14189,triviaux,trivial,adj.m.pl.,2,triviaus
14190,trochaïque,trochaïque,adj.,3,trocaïque
14191,trochanter,trochanter,n.m.,3,trocanter
14192,trochantérien,trochantérien,adj.,3,trocantérien
14192,trochantérienne,trochantérien,adj.,1 3,trocantériène
14193,trochile,trochile,n.m.,3,troquile
14194,trochilidés,trochilidés,n.m.pl.,3,troquilidés
14195,trochiter,trochiter,n.m.,3,troquiter
14196,trochlée,trochlée,n.f.,3,troclée
14197,trochléen,trochléen,adj.,3,trocléen
14197,trochléenne,trochléen,adj.,1 3,trocléène
14198,troglodyte,troglodyte,n.m.,3,troglodite
14199,troglodytique,troglodytique,adj.,3,trogloditique
14200,troll,troll,n.m.,1,trol
14201,trolle,trolle,n.f.,1,trole
14202,trolle,trolle,n.m.,1,trole
14203,trolley,trolley,n.m.,1,troley
14204,trolleybus,trolleybus,n.m.,1,troleybus
14205,trommel,trommel,n.m.,1,tromel
14206,trompette,trompette,n.f.,1,trompète
14206,trompette,trompette,n.m.,1,trompète
14207,trompetter,trompetter,v.,1,trompéter
14208,trompettiste,trompettiste,n.,1,trompétiste
14209,tronçonnage,tronçonnage,n.m.,1,tronçonage
14210,tronçonnement,tronçonnement,n.m.,1,tronçonement
14211,tronçonner,tronçonner,v.tr.,1,tronçoner
14212,tronçonneur,tronçonneur,n.m.,1,tronçoneur
14213,tronçonneuse,tronçonneuse,n.f.,1,tronçoneuse
14214,trophée,trophée,n.m.,3,trofée
14215,trophique,trophique,adj.,3,trofique
14216,trophoblaste,trophoblaste,n.m.,3,trofoblaste
14217,trophonévrose,trophonévrose,n.f.,3,trofonévrose
14218,tropicaux,tropical,adj.m.pl.,2,tropicaus
14219,troposphère,troposphère,n.f.,3,troposfère
14220,troposphérique,troposphérique,adj.,3,troposférique
14221,trotte,trotte,n.f.,1,trote
14222,trotter,trotter,v.,1,troter
14223,trotteur,trotteur,n.,1,troteur
14223,trotteuse,trotteur,n.,1,troteuse
14224,trotteuse,trotteuse,n.f.,1,troteuse
14225,trottin,trottin,n.m.,1,trotin
14226,trottinement,trottinement,n.m.,1,trotinement
14227,trottiner,trottiner,v.intr.,1,trotiner
14228,trottinette,trottinette,n.f.,1,trotinète
14229,trottoir,trottoir,n.m.,1,trotoir
14230,troupeaux,troupeau,n.m.pl.,2,troupeaus
14231,trousseaux,trousseau,n.m.pl.,2,trousseaus
14232,truelle,truelle,n.f.,1,truèle
14233,truellée,truellée,n.f.,1,truélée
14234,truffe,truffe,n.f.,1,trufe
14235,truffer,truffer,v.tr.,1,trufer
14236,trufficulteur,trufficulteur,n.,1,truficulteur
14236,trufficultrice,trufficulteur,n.,1,truficultrice
14237,trufficulture,trufficulture,n.f.,1,truficulture
14238,truffier,truffier,adj.,1,trufier
14238,truffière,truffier,adj.,1,trufière
14239,truffière,truffière,n.f.,1,trufière
14240,trullo,trullo,n.m.,1,trulo
14241,trumeaux,trumeau,n.m.pl.,2,trumeaus
14242,trutticulture,trutticulture,n.f.,1,truticulture
14243,trypanosome,trypanosome,n.m.,3,tripanosome
14244,trypanosomiase,trypanosomiase,n.f.,3,tripanosomiase
14245,trypsine,trypsine,n.f.,3,tripsine
14246,trypsinogène,trypsinogène,n.m.,3,tripsinogène
14247,tryptamine,tryptamine,n.f.,3,triptamine
14248,tryptophane,tryptophane,n.m.,3,triptofane
14249,tuberculeux,tuberculeux,adj.m.sg.pl.,2,tuberculeus
14249,tuberculeux,tuberculeux,n.m.sg.pl.,2,tuberculeus
14250,tubéreux,tubéreux,adj.m.sg.pl.,2,tubéreus
14251,tuffeau,tuffeau,n.m.,* 1,tufeau
14251,tuffeaux,tuffeau,n.m.,* 1 2,tufeaus
14252,tuileaux,tuileau,n.m.pl.,2,tuileaus
14253,tulle,tulle,n.m.,1,tule
14254,tullerie,tullerie,n.f.,1,tulerie
14255,tullier,tullier,adj.,1,tulier
14255,tullière,tullier,adj.,1,tulière
14256,tulliste,tulliste,n.,1,tuliste
14257,tumoraux,tumoral,adj.m.pl.,2,tumoraus
14258,tumultueux,tumultueux,adj.m.sg.pl.,2,tumultueus
14259,tunicelle,tunicelle,n.f.,1,tunicèle
14260,tunisienne,tunisien,adj.f.,1,tunisiène
14260,tunisienne,tunisien,n.f.,1,tunisiène
14261,tunnel,tunnel,n.m.,1,tunel
14262,tunnelier,tunnelier,n.m.,1,tunelier
14263,turbellariés,turbellariés,n.m.pl.,1,turbélariés
14264,turbinelle,turbinelle,n.f.,1,turbinèle
14265,turbith,turbith,n.m.,3’,turbit
14266,turbosoufflante,turbosoufflante,n.f.,1,turbosouflante
14267,turbulette,turbulette,n.f.,1,turbulète
14268,turitelle,turitelle,n.f.,1,turitèle
14269,turlutte,turlutte,n.f.,1,turlute
14270,turonienne,turonien,adj.f.,1,turoniène
14271,turriculé,turriculé,adj.,1,turiculé
14271,turriculée,turriculé,adj.,1,turiculée
14272,turriforme,turriforme,adj.,1,turiforme
14273,turritelle,turritelle,n.f.,1,turitèle
14274,tussah,tussah,n.m.,3’,tussa
14275,tutelle,tutelle,n.f.,1,tutèle
14276,tutorielle,tutoriel,adj.f.,1,tutorièle
14277,tuyaux,tuyau,n.m.pl.,2,tuyaus
14278,twill,twill,n.m.,1,twil
14279,tylenchus,tylenchus,n.m.,3,tilencus
14280,tympan,tympan,n.m.,3,timpan
14281,tympanal,tympanal,adj.,3,timpanal
14281,tympanale,tympanal,adj.,3,timpanale
14281,tympanaux,tympanal,adj.,2 3,timpanaus
14281,tympanal,tympanal,n.m.,3,timpanal
14281,tympanaux,tympanal,n.m.,2 3,timpanaus
14282,tympanique,tympanique,adj.,3,timpanique
14283,tympaniser,tympaniser,v.tr.,3,timpaniser
14284,tympanisme,tympanisme,n.m.,3,timpanisme
14285,tympanon,tympanon,n.m.,3,timpanon
14286,tyndallisation,tyndallisation,n.f.,1 3’,tindalisation
14287,typage,typage,n.m.,3,tipage
14288,type,type,n.m.,3,tipe
14289,typé,typé,adj.,3,tipé
14289,typée,typé,adj.,3,tipée
14290,typer,typer,v.tr.,3,tiper
14291,typesse,typesse,n.f.,3,tipesse
14292,typha,typha,n.m.,3,tifa
14293,typhique,typhique,adj.,3,tifique
14293,typhique,typhique,n.,3,tifique
14294,typhlite,typhlite,n.f.,3,tiflite
14295,typhobacillose,typhobacillose,n.f.,1 3,tifobacilose
14296,typhoïde,typhoïde,adj.,3,tifoïde
14296,typhoïde,typhoïde,n.f.,3,tifoïde
14297,typhoïdique,typhoïdique,adj.,3,tifoïdique
14298,typhomycine,typhomycine,n.f.,3,tifomicine
14299,typhon,typhon,n.m.,3,tifon
14300,typhose,typhose,n.f.,3,tifose
14301,typhus,typhus,n.m.,3,tifus
14302,typicité,typicité,n.f.,3,tipicité
14303,typique,typique,adj.,3,tipique
14303,typique,typique,n.f.,3,tipique
14304,typiquement,typiquement,adv.,3,tipiquement
14305,typo,typo,n.f.,3,tipo
14305,typo,typo,adj.,3,tipo
14306,typo,typo,n.,3,tipo
14306,typote,typote,n.,3,tipote
14307,typochromie,typochromie,n.f.,3,tipocromie
14308,typographe,typographe,n.,3,tipografe
14309,typographie,typographie,n.f.,3,tipografie
14310,typographier,typographier,v.tr.,3,tipografier
14311,typographique,typographique,adj.,3,tipografique
14312,typographiquement,typographiquement,adv.,3,tipografiquement
14313,typolithographie,typolithographie,n.f.,3,tipolitografie
14314,typologie,typologie,n.f.,3,tipologie
14315,typologique,typologique,adj.,3,tipologique
14316,typomètre,typomètre,n.m.,3,tipomètre
14317,typtologie,typtologie,n.f.,3,tiptologie
14318,tyramine,tyramine,n.f.,3,tiramine
14319,tyran,tyran,n.m.,3,tiran
14320,tyranneau,tyranneau,n.m.,1 3,tiraneau
14320,tyranneaux,tyranneau,n.m.pl.,1 2 3,tiraneaus
14321,tyrannicide,tyrannicide,n.,1 3,tiranicide
14322,tyrannicide,tyrannicide,n.m.,1 3,tiranicide
14323,tyrannie,tyrannie,n.f.,1 3,tiranie
14324,tyrannique,tyrannique,adj.,1 3,tiranique
14325,tyranniquement,tyranniquement,adv.,1 3,tiraniquement
14326,tyranniser,tyranniser,v.tr.,1 3,tiraniser
14327,tyrannosaure,tyrannosaure,n.m.,1 3,tiranosaure
14328,tyrolienne,tyrolienne,n.f.,1 3,tiroliène
14329,tyrolienne,tyrolien,adj.f.,1,tyroliène
14329,tyrolienne,tyrolien,n.f.,1,tyroliène
14330,tyrosinase,tyrosinase,n.f.,3,tirosinase
14331,tyrosine,tyrosine,n.f.,3,tirosine
14332,tyrosinémie,tyrosinémie,n.f.,3,tirosinémie
14333,tyrothricine,tyrothricine,n.f.,3,tirotricine
14334,uhlan,uhlan,n.m.,3’,ulan
14335,ukrainienne,ukrainien,adj.f.,1,ukrainiène
14335,ukrainienne,ukrainien,n.f.,1,ukrainiène
14336,ulcéreux,ulcéreux,adj.m.sg.pl.,2,ulcéreus
14337,ulluque,ulluque,n.m.,1,uluque
14338,ultradienne,ultradien,adj.f.,1,ultradiène
14339,ultralibéraux,ultralibéral,adj.m.pl.,2,ultralibéraus
14339,ultralibéraux,ultralibéral,n.m.pl.,2,ultralibéraus
14340,ultrapériphérique,ultrapériphérique,adj.,3,ultrapériférique
14341,ultraviolette,ultraviolet,adj.f.,1,ultraviolète
14342,unguéaux,unguéal,adj.m.pl.,2,unguéaus
14343,unicellulaire,unicellulaire,adj.,1,unicélulaire
14344,unidirectionnel,unidirectionnel,adj.,1,unidirectionel
14344,unidirectionnelle,unidirectionnel,adj.,1,unidirectionèle
14345,unifamiliaux,unifamilial,adj.m.pl.,2,unifamiliaus
14346,unilatéraux,unilatéral,adj.m.pl.,2,unilatéraus
14347,uninominaux,uninominal,adj.m.pl.,2,uninominaus
14348,unipersonnel,unipersonnel,adj.,1,unipersonel
14348,unipersonnelle,unipersonnel,adj.,1,unipersonèle
14348,unipersonnel,unipersonnel,n.m.,1,unipersonel
14349,unitarienne,unitarien,n.f.,1,unitariène
14350,universaux,universaux,n.m.pl.,2,universaus
14351,universelle,universel,adj.f.,1,universèle
14352,universellement,universellement,adv.,1,universèlement
14353,univitellin,univitellin,adj.,1,univitélin
14353,univitelline,univitellin,adj.,1,univitéline
14354,uppercut,uppercut,n.m.,1,upercut
14355,upwelling,upwelling,n.m.,1,upwéling
